,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Claimant data by constituency: JSA claimants and Universal Credit claimants required to seek work, December 2016",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Notes: Figures include JSA claimants and people claiming Universal Credit (UC) who are required to seek work. UC figures are provisional. All data are rounded to the nearest five, except for data on claims by type (JSA claimants only; UC claimants only). The number of JSA claimants and the number of UC claimants may not sum to the total claimant count as data are taken from different sources and are independently rounded.",,,,,,,,,,,,,,,,,,,,,,,,,
Claimant rate is the proportion of the economically active population aged 16-64 (as estimated by the Library) who are claiming JSA or claiming UC and required to seek work.,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Claimant levels,,,,,Claimant rate,,,Claims by age group,,,,,,,,,,Claims by type,,
 ,,,,,All claimants,,,,,All claimants,,,18-24,,,,,50 and over,,,,,JSA only,UC only,
,,,,,Number,,Annual change,,,Rate,Rank,,Number,,Annual change,,,Number,,Annual change,,,,,
,,,,,,,level,%,,%,1=highest,,                                                                                      ,,level,%,,,,level,%,,,,
Jarrow,Jarrow,England,"1,724.26043200779",384.26043200779,"1,720",,25,1,,4.3,72,,380,,15,4.1,,445,,10,2.3,,"1,239",479,
Keighley,Keighley,England,"1,007.19822132494",217.19822132494,"1,005",,-15,-1,,2.2,313,,215,,5,2.4,,265,,-10,-3.6,,718,289,
Kenilworth and Southam,Kenilworth and Southam,England,185.48339074588,30.48339074588,185,,5,3,,0.5,649,,30,,0,0.0,,70,,5,7.7,,110,78,
Kensington,Kensington,England,"1,302.21103027958",152.21103027958,"1,300",,15,1,,2.2,310,,150,,-10,-6.3,,465,,70,17.7,,906,396,
Kettering,Kettering,England,921.87889775505,201.87889775505,920,,-85,-8,,1.9,363,,200,,-25,-11.1,,250,,5,2.0,,602,316,
Kilmarnock and Loudoun,Kilmarnock and Loudoun,Scotland,"1,964.20288869878",439.20288869878,"1,960",,15,1,,4.2,76,,435,,30,7.4,,475,,15,3.3,,"1,497",464,
Kingston and Surbiton,Kingston and Surbiton,England,966.40852908948,161.40852908948,965,,125,15,,1.4,466,,160,,25,18.5,,260,,20,8.3,,729,234,
Kingston upon Hull East,Kingston upon Hull East,England,"1,914.27725360876",484.27725360876,"1,910",,-250,-12,,4.3,71,,480,,-45,-8.6,,460,,10,2.2,,"1,409",504,
Kingston upon Hull North,Kingston upon Hull North,England,"2,099.57458493586",509.57458493586,"2,095",,-350,-14,,4.6,58,,505,,-95,-15.8,,435,,15,3.6,,"1,573",522,
Kingston upon Hull West and Hessle,Kingston upon Hull West and Hessle,England,"2,114.80313684505",459.80313684505,"2,110",,-265,-11,,4.8,47,,455,,-75,-14.2,,485,,-40,-7.6,,"1,642",469,
Kingswood,Kingswood,England,631.31850678166,141.31850678166,630,,25,4,,1.3,489,,140,,-5,-3.4,,140,,15,12.0,,470,161,
Kirkcaldy and Cowdenbeath,Kirkcaldy and Cowdenbeath,Scotland,"1,944.16833245986",394.16833245986,"1,940",,270,16,,4.2,79,,390,,65,20.0,,465,,95,25.7,,"1,472",470,
Knowsley,Knowsley,England,"2,214.65829688656",524.65829688656,"2,210",,-75,-3,,4.7,51,,520,,-35,-6.3,,465,,-5,-1.1,,875,"1,334",
Lagan Valley,Lagan Valley,Northern Ireland,"1,202.34679596485",272.34679596485,"1,200",,-260,-18,,2.3,287,,270,,-135,-33.3,,310,,-5,-1.6,,"1,200",..,
Lanark and Hamilton East,Lanark and Hamilton East,Scotland,"1,448.06548850747",368.06548850747,"1,445",,50,4,,3.1,179,,365,,25,7.4,,310,,15,5.1,,934,510,
Lancaster and Fleetwood,Lancaster and Fleetwood,England,"1,032.56107690161",217.56107690161,"1,030",,150,17,,2.6,242,,215,,0,0.0,,235,,60,34.3,,358,674,
Leeds Central,Leeds Central,England,"3,479.75814646190",694.75814646190,"3,475",,-180,-5,,4.8,48,,690,,-35,-4.8,,695,,40,6.1,,"2,662",813,
Leeds East,Leeds East,England,"1,979.41838404460",444.41838404460,"1,975",,-125,-6,,4.4,67,,440,,-65,-12.9,,410,,40,10.8,,"1,512",460,
Leeds North East,Leeds North East,England,"1,162.43263642300",217.43263642300,"1,160",,60,5,,2.4,263,,215,,10,4.9,,295,,25,9.3,,845,315,
Leeds North West,Leeds North West,England,696.65598014442,156.65598014442,695,,75,12,,1.7,408,,155,,15,10.7,,150,,10,7.1,,486,209,
Leeds West,Leeds West,England,"1,973.97197474356",448.97197474356,"1,970",,30,2,,4.0,91,,445,,25,6.0,,390,,10,2.6,,"1,439",532,
Leicester East,Leicester East,England,946.81917012118,201.81917012118,945,,-305,-24,,1.8,377,,200,,-45,-18.4,,235,,-65,-21.7,,620,328,
Leicester South,Leicester South,England,"1,382.53777038666",312.53777038666,"1,380",,-285,-17,,2.5,247,,310,,-5,-1.6,,345,,-60,-14.8,,986,393,
Leicester West,Leicester West,England,"1,307.53319389000",297.53319389001,"1,305",,-215,-14,,2.5,249,,295,,0,0.0,,270,,-30,-10.0,,889,419,
Leigh,Leigh,England,"1,638.17922714907",398.17922714907,"1,635",,90,6,,3.2,159,,395,,25,6.8,,355,,35,10.9,,734,901,
Lewes,Lewes,England,541.31752443832,131.31752443832,540,,25,5,,1.3,490,,130,,-5,-3.7,,135,,30,28.6,,313,229,
Lewisham East,Lewisham East,England,"1,722.96828147951",292.96828147951,"1,720",,30,2,,3.0,193,,290,,5,1.8,,515,,65,14.4,,"1,302",417,
Lewisham West and Penge,Lewisham West and Penge,England,"1,737.78102869947",277.78102869947,"1,735",,10,1,,2.8,215,,275,,-10,-3.5,,525,,50,10.5,,"1,321",417,
"Lewisham, Deptford","Lewisham, Deptford",England,"2,082.92519866871",287.92519866871,"2,080",,-60,-3,,2.9,196,,285,,-45,-13.6,,615,,35,6.0,,"1,548",531,
Leyton and Wanstead,Leyton and Wanstead,England,"1,472.48710457837",257.48710457837,"1,470",,85,6,,2.5,257,,255,,10,4.1,,410,,35,9.3,,"1,076",393,
Lichfield,Lichfield,England,365.81647855171,90.81647855171,365,,35,11,,0.8,601,,90,,-5,-5.3,,115,,40,53.3,,210,152,
Lincoln,Lincoln,England,"1,522.68775266513",402.68775266513,"1,520",,-70,-4,,2.7,228,,400,,10,2.6,,320,,10,3.2,,"1,063",457,
Linlithgow and East Falkirk,Linlithgow and East Falkirk,Scotland,"1,397.36855624730",342.36855624730,"1,395",,45,3,,2.4,284,,340,,0,0.0,,335,,15,4.7,,856,543,
"Liverpool, Riverside","Liverpool, Riverside",England,"2,489.14249001241",504.14249001241,"2,485",,-90,-3,,4.1,84,,500,,-10,-2.0,,525,,20,4.0,,"1,184","1,302",
"Liverpool, Walton","Liverpool, Walton",England,"2,561.10185269485",586.10185269485,"2,555",,55,2,,6.1,13,,580,,-45,-7.2,,530,,50,10.4,,914,"1,639",
"Liverpool, Wavertree","Liverpool, Wavertree",England,"2,169.88348981046",439.88348981047,"2,165",,-90,-4,,4.9,39,,435,,-60,-12.1,,450,,30,7.1,,"1,166",999,
"Liverpool, West Derby","Liverpool, West Derby",England,"2,074.86312980737",474.86312980737,"2,070",,35,2,,4.9,41,,470,,-45,-8.7,,430,,20,4.9,,872,"1,196",
Livingston,Livingston,Scotland,"1,142.02035815795",287.02035815795,"1,140",,100,10,,2.0,345,,285,,55,23.9,,235,,25,11.9,,712,427,
Llanelli,Llanelli,Wales,"1,007.76325069480",267.76325069480,"1,005",,50,5,,2.8,218,,265,,40,17.8,,250,,0,0.0,,701,303,
Loughborough,Loughborough,England,596.18471226843,141.18471226843,595,,20,3,,1.2,521,,140,,25,21.7,,170,,10,6.3,,376,218,
Louth and Horncastle,Louth and Horncastle,England,922.33314200064,237.33314200064,920,,-20,-2,,2.3,291,,235,,0,0.0,,225,,0,0.0,,641,276,
Ludlow,Ludlow,England,446.15797083090,106.15797083090,445,,65,17,,1.2,528,,105,,20,23.5,,135,,40,42.1,,271,173,
Luton North,Luton North,England,956.99144641484,191.99144641484,955,,-100,-9,,2.0,349,,190,,10,5.6,,265,,0,0.0,,756,200,
Luton South,Luton South,England,"1,417.40694519660",217.40694519660,"1,415",,0,0,,2.4,273,,215,,-30,-12.2,,350,,0,0.0,,"1,152",263,
Macclesfield,Macclesfield,England,701.55047526499,131.55047526499,700,,30,4,,1.6,433,,130,,-5,-3.7,,205,,10,5.1,,355,343,
Maidenhead,Maidenhead,England,526.00453168292,81.00453168292,525,,115,28,,1.0,562,,80,,10,14.3,,165,,45,37.5,,364,164,
Maidstone and The Weald,Maidstone and The Weald,England,756.39907865897,151.39907865897,755,,85,13,,1.4,468,,150,,0,0.0,,190,,35,22.6,,537,214,
Makerfield,Makerfield,England,"1,282.65362873370",337.65362873371,"1,280",,30,2,,2.7,231,,335,,-15,-4.3,,265,,30,12.8,,599,680,
Maldon,Maldon,England,446.01501755403,91.01501755403,445,,-20,-4,,1.0,558,,90,,10,12.5,,120,,-15,-11.1,,309,134,
Manchester Central,Manchester Central,England,"2,753.91164789155",558.91164789156,"2,750",,-105,-4,,3.9,95,,555,,-35,-5.9,,570,,50,9.6,,"1,586","1,162",
"Manchester, Gorton","Manchester, Gorton",England,"2,349.60668291398",454.60668291398,"2,345",,-55,-2,,4.6,54,,450,,-50,-10.0,,510,,60,13.3,,"1,399",945,
"Manchester, Withington","Manchester, Withington",England,"1,207.22967390354",247.22967390354,"1,205",,-65,-5,,2.2,306,,245,,-35,-12.5,,255,,10,4.1,,594,614,
Mansfield,Mansfield,England,"1,237.41446705149",312.41446705149,"1,235",,-110,-8,,2.4,269,,310,,-25,-7.5,,275,,5,1.9,,844,389,
Meon Valley,Meon Valley,England,390.86068185613,80.86068185613,390,,20,5,,0.9,592,,80,,10,14.3,,110,,5,4.8,,280,108,
Meriden,Meriden,England,"1,608.16286587629",438.16286587629,"1,605",,205,15,,3.2,161,,435,,45,11.5,,325,,60,22.6,,"1,016",591,
Merthyr Tydfil and Rhymney,Merthyr Tydfil and Rhymney,Wales,"1,444.21923594444",384.21923594444,"1,440",,-120,-8,,4.2,74,,380,,0,0.0,,325,,0,0.0,,"1,029",409,
Mid Bedfordshire,Mid Bedfordshire,England,405.72039628957,80.72039628957,405,,-5,-1,,0.7,619,,80,,5,6.7,,125,,10,8.7,,299,110,
Mid Derbyshire,Mid Derbyshire,England,305.73411116227,85.73411116227,305,,40,15,,0.7,614,,85,,35,70.0,,85,,10,13.3,,191,114,
Mid Dorset and North Poole,Mid Dorset and North Poole,England,370.94190672990,80.94190672990,370,,50,16,,0.9,576,,80,,0,0.0,,110,,35,46.7,,242,126,
Mid Norfolk,Mid Norfolk,England,586.22162116667,156.22162116667,585,,45,8,,1.2,516,,155,,15,10.7,,130,,5,4.0,,359,225,
Mid Sussex,Mid Sussex,England,330.58609307251,70.58609307251,330,,35,12,,0.6,642,,70,,25,55.6,,90,,0,0.0,,219,113,
Mid Ulster,Mid Ulster,Northern Ireland,"1,047.27587233317",262.27587233317,"1,045",,-305,-23,,2.3,300,,260,,-80,-23.5,,265,,-35,-11.7,,"1,046",..,
Mid Worcestershire,Mid Worcestershire,England,556.17570384755,126.17570384755,555,,15,3,,1.2,524,,125,,5,4.2,,150,,20,15.4,,350,204,
Middlesbrough,Middlesbrough,England,"3,403.08280346053",793.08280346053,"3,395",,245,8,,8.1,4,,785,,70,9.8,,745,,95,14.6,,"2,584",809,
Middlesbrough South and East Cleveland,Middlesbrough South and East Cleveland,England,"1,739.14277138219",444.14277138219,"1,735",,-65,-4,,4.1,83,,440,,25,6.0,,435,,0,0.0,,"1,270",464,
Midlothian,Midlothian,Scotland,866.99939581250,206.99939581250,865,,-30,-3,,2.0,348,,205,,-10,-4.7,,200,,25,14.3,,495,375,
Milton Keynes North,Milton Keynes North,England,"1,116.61996389284",181.61996389284,"1,115",,115,12,,1.6,417,,180,,35,24.1,,300,,55,22.4,,851,263,
Milton Keynes South,Milton Keynes South,England,"1,096.59235837447",166.59235837448,"1,095",,45,4,,1.6,423,,165,,25,17.9,,275,,5,1.9,,840,258,
Mitcham and Morden,Mitcham and Morden,England,"1,617.84148500212",292.84148500212,"1,615",,175,12,,2.8,209,,290,,35,13.7,,415,,45,12.2,,978,638,
Mole Valley,Mole Valley,England,280.61096866281,35.61096866281,280,,5,2,,0.6,640,,35,,5,16.7,,120,,10,9.1,,224,54,
Monmouth,Monmouth,Wales,566.45298847785,161.45298847785,565,,-25,-4,,1.5,455,,160,,-5,-3.0,,160,,-10,-5.9,,365,199,
Montgomeryshire,Montgomeryshire,Wales,396.30929108100,101.30929108100,395,,-15,-4,,1.3,493,,100,,-5,-4.8,,105,,0,0.0,,253,142,
Moray,Moray,Scotland,967.02211915261,217.02211915261,965,,215,29,,2.0,344,,215,,70,48.3,,265,,75,39.5,,680,286,
Morecambe and Lunesdale,Morecambe and Lunesdale,England,"1,483.60493140707",338.60493140707,"1,480",,220,17,,3.6,118,,335,,15,4.7,,395,,90,29.5,,341,"1,138",
Morley and Outwood,Morley and Outwood,England,766.46261659557,176.46261659557,765,,45,6,,1.5,453,,175,,40,29.6,,195,,-10,-4.9,,526,238,
Motherwell and Wishaw,Motherwell and Wishaw,Scotland,"1,828.95326654343",413.95326654343,"1,825",,25,1,,4.0,92,,410,,-10,-2.4,,420,,65,18.3,,"1,118",707,
Na h-Eileanan An Iar,Na h-Eileanan An Iar,Scotland,317.42784001716,57.42784001716,315,,-15,-5,,2.4,265,,55,,-5,-8.3,,130,,-10,-7.1,,228,83,
Neath,Neath,Wales,"1,043.16172815457",283.16172815457,"1,040",,40,4,,3.2,162,,280,,0,0.0,,240,,15,6.7,,663,379,
New Forest East,New Forest East,England,315.69816599189,85.69816599189,315,,-40,-11,,0.7,626,,85,,5,6.3,,80,,-15,-15.8,,197,122,
New Forest West,New Forest West,England,310.86206851725,75.86206851725,310,,10,3,,0.9,591,,75,,10,15.4,,110,,20,22.2,,205,107,
Newark,Newark,England,651.33437018729,146.33437018729,650,,25,4,,1.3,485,,145,,5,3.6,,190,,30,18.8,,468,182,
Newbury,Newbury,England,385.67646027575,60.67646027575,385,,65,20,,0.7,629,,60,,-10,-14.3,,115,,20,21.1,,277,108,
Newcastle upon Tyne Central,Newcastle upon Tyne Central,England,"2,405.35948010325",495.35948010325,"2,400",,155,7,,5.4,28,,490,,30,6.5,,550,,95,20.9,,"1,478",922,
Newcastle upon Tyne East,Newcastle upon Tyne East,England,"1,893.83798299070",388.83798299070,"1,890",,335,22,,3.8,98,,385,,35,10.0,,480,,155,47.7,,"1,195",695,
Newcastle upon Tyne North,Newcastle upon Tyne North,England,"1,333.04539709168",293.04539709168,"1,330",,210,19,,3.0,184,,290,,35,13.7,,350,,100,40.0,,562,767,
Newcastle-under-Lyme,Newcastle-under-Lyme,England,651.49841372056,156.49841372056,650,,10,2,,1.5,445,,155,,35,29.2,,155,,-20,-11.4,,395,260,
Newport East,Newport East,Wales,"1,313.45601159956",293.45601159956,"1,310",,10,1,,3.5,130,,290,,-5,-1.7,,275,,20,7.8,,951,357,
Newport West,Newport West,Wales,"1,493.64470885012",373.64470885012,"1,490",,-35,-2,,3.6,112,,370,,5,1.4,,325,,5,1.6,,"1,024",463,
Newry & Armagh,Newry & Armagh,Northern Ireland,"1,598.04129567283",333.04129567283,"1,595",,-405,-20,,3.0,185,,330,,-120,-26.7,,470,,-40,-7.8,,"1,594",..,
Newton Abbot,Newton Abbot,England,536.30017070842,126.30017070842,535,,50,10,,1.3,496,,125,,25,25.0,,165,,15,10.0,,361,174,
"Normanton, Pontefract and Castleford","Normanton, Pontefract and Castleford",England,"1,292.38308938703",312.38308938703,"1,290",,50,4,,2.4,279,,310,,25,8.8,,325,,35,12.1,,968,320,
North Antrim,North Antrim,Northern Ireland,"1,723.34757531415",398.34757531415,"1,720",,-250,-13,,3.3,138,,395,,-115,-22.5,,420,,-20,-4.5,,"1,719",..,
North Ayrshire and Arran,North Ayrshire and Arran,Scotland,"2,190.12817070593",485.12817070593,"2,185",,-65,-3,,5.1,29,,480,,-15,-3.0,,540,,30,5.9,,"1,446",739,
North Cornwall,North Cornwall,England,686.68088883594,176.68088883594,685,,80,13,,1.7,404,,175,,10,6.1,,170,,35,25.9,,437,248,
North Devon,North Devon,England,526.18427430904,126.18427430904,525,,-15,-3,,1.2,522,,125,,5,4.2,,150,,-10,-6.3,,342,180,
North Dorset,North Dorset,England,335.71801071227,75.71801071227,335,,25,8,,0.7,621,,75,,5,7.1,,120,,15,14.3,,237,99,
North Down,North Down,Northern Ireland,"1,212.87987901195",262.87987901195,"1,210",,-115,-9,,2.9,205,,260,,-60,-18.8,,365,,25,7.4,,"1,210",..,
North Durham,North Durham,England,"1,423.35153615070",368.35153615071,"1,420",,235,20,,3.4,137,,365,,70,23.7,,320,,75,30.6,,958,459,
North East Bedfordshire,North East Bedfordshire,England,575.99123891303,120.99123891303,575,,-105,-15,,1.0,567,,120,,-15,-11.1,,170,,-5,-2.9,,420,158,
North East Cambridgeshire,North East Cambridgeshire,England,631.11384568282,186.11384568282,630,,-65,-9,,1.1,533,,185,,-15,-7.5,,140,,-15,-9.7,,434,198,
North East Derbyshire,North East Derbyshire,England,696.61326199266,176.61326199266,695,,35,5,,1.6,420,,175,,20,12.9,,175,,25,16.7,,462,233,
North East Fife,North East Fife,Scotland,681.88226850073,151.88226850073,680,,5,1,,1.9,361,,150,,20,15.4,,225,,15,7.1,,469,213,
North East Hampshire,North East Hampshire,England,260.51758664613,35.51758664613,260,,15,6,,0.5,648,,35,,5,16.7,,85,,-5,-5.6,,191,68,
North East Hertfordshire,North East Hertfordshire,England,621.25890898401,106.25890898401,620,,25,4,,1.3,507,,105,,0,0.0,,200,,20,11.1,,483,135,
North East Somerset,North East Somerset,England,606.35622278727,131.35622278727,605,,205,51,,1.4,479,,130,,15,13.0,,170,,65,61.9,,121,486,
North Herefordshire,North Herefordshire,England,521.29186442742,101.29186442742,520,,135,35,,1.3,498,,100,,15,17.6,,160,,40,33.3,,341,175,
North Norfolk,North Norfolk,England,441.26240592590,121.26240592590,440,,-30,-6,,1.3,505,,120,,5,4.3,,125,,-20,-13.8,,277,165,
North Shropshire,North Shropshire,England,696.36862846354,181.36862846354,695,,5,1,,1.4,476,,180,,-10,-5.3,,190,,20,11.8,,396,302,
North Somerset,North Somerset,England,340.69385513203,70.69385513203,340,,50,17,,0.7,627,,70,,-5,-6.7,,105,,25,31.3,,221,118,
North Swindon,North Swindon,England,751.25959266858,176.25959266858,750,,-65,-8,,1.3,506,,175,,-10,-5.4,,190,,5,2.7,,489,261,
North Thanet,North Thanet,England,"1,543.60115504037",373.60115504037,"1,540",,245,19,,3.6,119,,370,,85,29.8,,415,,90,27.7,,"1,090",451,
North Tyneside,North Tyneside,England,"1,993.76475378775",408.76475378775,"1,990",,265,15,,3.8,104,,405,,45,12.5,,550,,100,22.2,,"1,464",521,
North Warwickshire,North Warwickshire,England,686.53687684365,171.53687684365,685,,30,5,,1.5,436,,170,,20,13.3,,175,,35,25.0,,404,280,
North West Cambridgeshire,North West Cambridgeshire,England,686.00545179504,166.00545179504,685,,-5,-1,,1.0,561,,165,,50,43.5,,160,,10,6.7,,458,229,
North West Durham,North West Durham,England,"1,162.60474638742",277.60474638742,"1,160",,50,5,,2.6,238,,275,,5,1.9,,290,,25,9.4,,769,391,
North West Hampshire,North West Hampshire,England,390.73160929808,70.73160929808,390,,15,4,,0.7,616,,70,,15,27.3,,140,,20,16.7,,270,120,
North West Leicestershire,North West Leicestershire,England,425.87779262397,95.87779262397,425,,-95,-18,,0.9,588,,95,,-30,-24.0,,100,,-15,-13.0,,255,167,
North West Norfolk,North West Norfolk,England,556.26605154179,141.26605154179,555,,-15,-3,,1.3,503,,140,,10,7.7,,145,,-10,-6.5,,358,195,
North Wiltshire,North Wiltshire,England,385.83387230468,90.83387230468,385,,-15,-4,,0.8,598,,90,,-15,-14.3,,110,,15,15.8,,262,121,
Northampton North,Northampton North,England,"1,032.34538863233",202.34538863233,"1,030",,55,6,,2.3,289,,200,,30,17.6,,280,,25,9.8,,743,287,
Northampton South,Northampton South,England,"1,287.45582694060",217.45582694060,"1,285",,5,0,,2.5,262,,215,,30,16.2,,375,,40,11.9,,941,347,
Norwich North,Norwich North,England,761.70268139769,171.70268139769,760,,25,3,,1.7,399,,170,,15,9.7,,195,,20,11.4,,513,246,
Norwich South,Norwich South,England,"1,037.02863496833",217.02863496833,"1,035",,25,2,,2.0,343,,215,,20,10.3,,250,,10,4.2,,675,364,
Nottingham East,Nottingham East,England,"2,504.88685058973",509.88685058973,"2,500",,-190,-7,,4.9,38,,505,,-10,-1.9,,515,,25,5.1,,"2,048",455,
Nottingham North,Nottingham North,England,"2,450.52281168385",560.52281168385,"2,445",,-65,-3,,5.5,22,,555,,-65,-10.5,,470,,45,10.6,,"1,930",519,
Nottingham South,Nottingham South,England,"1,588.18930825844",318.18930825844,"1,585",,-55,-3,,3.2,158,,315,,-25,-7.4,,355,,35,10.9,,"1,254",332,
Nuneaton,Nuneaton,England,"1,042.29700709973",232.29700709973,"1,040",,65,7,,2.3,296,,230,,50,27.8,,235,,20,9.3,,694,345,
Ochil and South Perthshire,Ochil and South Perthshire,Scotland,"1,067.16359896909",257.16359896909,"1,065",,65,7,,2.2,321,,255,,-5,-1.9,,260,,40,18.2,,681,385,
Ogmore,Ogmore,Wales,"1,088.07337950466",273.07337950467,"1,085",,45,4,,3.1,176,,270,,10,3.8,,240,,30,14.3,,730,352,
Old Bexley and Sidcup,Old Bexley and Sidcup,England,466.02966716545,116.02966716545,465,,40,9,,1.0,555,,115,,20,21.1,,110,,20,22.2,,316,154,
Oldham East and Saddleworth,Oldham East and Saddleworth,England,"1,708.57975101987",378.57975101987,"1,705",,30,2,,3.6,121,,375,,-55,-12.8,,330,,5,1.5,,883,825,
Oldham West and Royton,Oldham West and Royton,England,"1,879.03979831804",479.03979831804,"1,875",,-40,-2,,4.0,87,,475,,-40,-7.8,,410,,30,7.9,,964,914,
Orkney and Shetland,Orkney and Shetland,Scotland,256.08300596821,61.08300596821,255,,45,21,,1.1,542,,60,,-5,-7.7,,75,,25,50.0,,152,103,
Orpington,Orpington,England,511.16195458203,116.16195458203,510,,60,13,,1.2,527,,115,,30,35.3,,130,,10,8.3,,392,119,
Oxford East,Oxford East,England,836.35642703998,136.35642703997,835,,30,4,,1.4,478,,135,,5,3.8,,225,,35,18.4,,546,292,
Oxford West and Abingdon,Oxford West and Abingdon,England,430.78998255236,75.78998255236,430,,50,13,,0.8,607,,75,,15,25.0,,120,,-5,-4.0,,264,167,
Paisley and Renfrewshire North,Paisley and Renfrewshire North,Scotland,"1,042.36198847001",227.36198847001,"1,040",,-20,-2,,2.4,285,,225,,30,15.4,,265,,5,1.9,,643,398,
Paisley and Renfrewshire South,Paisley and Renfrewshire South,Scotland,"1,658.92563562972",313.92563562972,"1,655",,10,1,,3.9,93,,310,,10,3.3,,425,,10,2.4,,"1,076",580,
Pendle,Pendle,England,"1,067.63390144445",232.63390144445,"1,065",,-35,-3,,2.6,233,,230,,-35,-13.2,,230,,15,7.0,,557,507,
Penistone and Stocksbridge,Penistone and Stocksbridge,England,751.73063141534,176.73063141534,750,,-30,-4,,1.7,391,,175,,-15,-7.9,,215,,15,7.5,,548,199,
Penrith and The Border,Penrith and The Border,England,345.86005041438,65.86005041438,345,,-5,-1,,0.9,594,,65,,-10,-13.3,,105,,15,16.7,,186,163,
Perth and North Perthshire,Perth and North Perthshire,Scotland,761.56046264008,171.56046264008,760,,20,3,,1.6,430,,170,,10,6.3,,185,,-5,-2.6,,547,215,
Peterborough,Peterborough,England,"1,006.70609603185",241.70609603185,"1,005",,-20,-2,,1.7,397,,240,,35,17.1,,195,,-10,-4.9,,658,347,
"Plymouth, Moor View","Plymouth, Moor View",England,"1,037.39080710503",297.39080710503,"1,035",,70,7,,2.4,276,,295,,35,13.5,,205,,-10,-4.7,,744,288,
"Plymouth, Sutton and Devonport","Plymouth, Sutton and Devonport",England,"2,178.82047766634",448.82047766634,"2,175",,220,11,,3.8,100,,445,,25,6.0,,515,,120,30.4,,"1,685",488,
Pontypridd,Pontypridd,Wales,797.06117634076,197.06117634076,795,,-75,-9,,2.1,339,,195,,0,0.0,,175,,-50,-22.2,,593,201,
Poole,Poole,England,711.47240709291,161.47240709291,710,,110,18,,1.5,450,,160,,35,28.0,,205,,45,28.1,,477,233,
Poplar and Limehouse,Poplar and Limehouse,England,"2,377.80155374772",537.80155374773,"2,375",,-90,-4,,2.8,213,,535,,-55,-9.3,,585,,40,7.3,,"1,776",600,
Portsmouth North,Portsmouth North,England,771.49654536226,151.49654536226,770,,-25,-3,,1.5,446,,150,,10,7.1,,195,,-10,-4.9,,571,201,
Portsmouth South,Portsmouth South,England,"1,247.27342201694",222.27342201694,"1,245",,50,4,,2.3,301,,220,,40,22.2,,325,,35,12.1,,947,293,
Preseli Pembrokeshire,Preseli Pembrokeshire,Wales,997.82475555798,257.82475555798,995,,5,1,,2.8,210,,255,,15,6.3,,260,,10,4.0,,698,299,
Preston,Preston,England,"1,673.68908590854",358.68908590854,"1,670",,45,3,,3.7,109,,355,,20,6.0,,355,,45,14.5,,840,829,
Pudsey,Pudsey,England,611.28845379566,151.28845379566,610,,30,5,,1.3,499,,150,,30,25.0,,155,,5,3.3,,404,208,
Putney,Putney,England,881.61479767011,111.61479767011,880,,0,0,,1.6,419,,110,,-15,-12.0,,235,,30,14.6,,638,240,
Rayleigh and Wickford,Rayleigh and Wickford,England,450.91241527043,115.91241527043,450,,-25,-5,,0.9,582,,115,,0,0.0,,110,,5,4.8,,298,152,
Reading East,Reading East,England,911.53049720731,116.53049720731,910,,130,17,,1.5,439,,115,,10,9.5,,260,,55,26.8,,691,218,
Reading West,Reading West,England,931.69616453453,131.69616453453,930,,100,12,,1.7,401,,130,,35,36.8,,295,,60,25.5,,719,214,
Redcar,Redcar,England,"2,350.94311972813",545.94311972813,"2,345",,-210,-8,,5.9,15,,540,,35,6.9,,575,,-35,-5.7,,"1,730",612,
Redditch,Redditch,England,841.85479633449,176.85479633449,840,,40,5,,1.9,369,,175,,-10,-5.4,,220,,30,15.8,,531,305,
Reigate,Reigate,England,485.91540267436,100.91540267436,485,,35,8,,0.9,579,,100,,15,17.6,,130,,10,8.3,,335,151,
Rhondda,Rhondda,Wales,"1,289.34192304149",329.34192304149,"1,285",,-100,-7,,4.3,68,,325,,-55,-14.5,,310,,10,3.3,,955,335,
Ribble Valley,Ribble Valley,England,480.98572200061,105.98572200061,480,,0,0,,1.0,568,,105,,0,0.0,,125,,10,8.7,,234,243,
Richmond (Yorks),Richmond (Yorks),England,651.19341882644,141.19341882644,650,,160,33,,1.2,520,,140,,25,21.7,,180,,45,33.3,,200,447,
Richmond Park,Richmond Park,England,781.22118602675,116.22118602675,780,,90,13,,1.2,517,,115,,15,15.0,,245,,45,22.5,,568,212,
Rochdale,Rochdale,England,"2,179.60042354140",499.60042354140,"2,175",,290,15,,4.6,55,,495,,45,10.0,,450,,105,30.4,,"1,239",934,
Rochester and Strood,Rochester and Strood,England,"1,227.16032773879",262.16032773879,"1,225",,-10,-1,,2.2,322,,260,,-5,-1.9,,330,,15,4.8,,910,316,
Rochford and Southend East,Rochford and Southend East,England,"1,613.23249977775",358.23249977775,"1,610",,60,4,,3.2,154,,355,,-35,-9.0,,390,,65,20.0,,"1,104",505,
Romford,Romford,England,"1,016.94271621477",211.94271621477,"1,015",,100,11,,1.9,353,,210,,20,10.5,,245,,55,28.9,,764,249,
