date,geography,geography code,All categories,Agriculture,Mining and quarrying,Manufacturing,Manufacturing: Food,Manufacturing: Textiles,Manufacturing: Wood,Manufacturing: Chemicals,Manufacturing: Low tech,Manufacturing: High tech,Manufacturing: Other,Electricity and Gas,Water supply and Sewerage,Construction,Wholesale and retail trade,Transport and storage,Accommodation and food service activities,Information and communication,Financial and insurance activities,Real estate activities,Professional and scientific activities,Administrative and support service activities,Public administration and defence,Education,Human health and social work,Arts and Entertainment,Activities of households as employers,Activities of extraterritorial organisations and bodies
2011,Rochford and Southend East,E14000899,45607,141,11,3231,185,141,81,370,515,824,1115,121,346,3689,6668,2396,2349,1347,4723,727,2379,2397,2849,4153,5686,2372,18,4
2011,Saffron Walden,E14000910,51861,826,25,4230,333,137,90,583,564,1200,1323,105,294,4862,7638,2895,1995,1937,3190,840,4589,2509,2882,5551,5114,2293,65,21
2011,South Basildon and East Thurrock,E14000933,46970,122,20,4153,291,105,116,646,566,1395,1034,268,578,5229,8600,3472,1916,1252,3112,591,2156,2317,2194,3686,5345,1934,11,14
2011,South Cambridgeshire,E14000934,57461,683,55,4915,317,137,156,852,742,1422,1289,89,329,3712,7274,1596,2098,3459,1407,763,7228,2276,2312,9084,7529,2514,72,66
2011,South East Cambridgeshire,E14000937,61144,1451,44,5704,541,158,291,934,760,1634,1386,137,447,4898,8278,2295,2197,3431,1247,870,6233,2352,3045,8011,7012,3005,69,418
2011,South Norfolk,E14000941,48013,1512,126,4429,812,162,274,412,712,856,1201,166,289,4125,7825,1850,2031,1171,2521,807,3189,1865,2523,5002,6430,2094,47,11
2011,South Suffolk,E14000946,44091,877,29,5234,631,463,106,551,752,1301,1430,207,317,4156,6836,1956,2216,1311,1959,643,2740,1962,2496,4287,4861,1926,52,26
2011,South West Bedfordshire,E14000949,51741,176,56,5263,338,133,133,494,801,1791,1573,108,321,4723,9750,3301,2096,2350,1623,821,3095,2565,2636,5309,4952,2557,33,6
2011,South West Hertfordshire,E14000951,52722,175,66,2982,320,90,81,392,319,774,1006,141,336,4159,7620,2160,2122,3768,2786,984,5748,2642,2797,5817,5299,3003,64,53
2011,South West Norfolk,E14000952,48732,2067,54,7013,2010,150,192,1015,814,1096,1736,144,479,4143,7871,2494,2652,699,894,522,1805,2137,4323,3792,4932,1965,42,704
2011,Southend West,E14000957,43127,64,15,2910,124,133,65,318,364,876,1030,110,221,3677,5857,1948,1796,1424,5005,703,2694,1871,2481,4601,5580,2140,23,7
2011,St Albans,E14000960,50790,127,52,2481,304,107,34,421,255,602,758,123,242,3256,7504,1888,2004,3903,3226,806,6247,2294,2313,6037,5513,2672,64,38
2011,Stevenage,E14000968,47997,100,17,4389,312,67,50,714,895,1400,951,165,274,4470,8871,2428,2302,2411,1781,627,3047,2430,2611,3885,5887,2252,41,9
2011,Suffolk Coastal,E14000981,45289,1057,53,2876,456,76,88,265,404,790,797,792,293,3214,6562,4776,2890,1895,1158,594,2258,1947,2965,4143,5299,2442,54,21
2011,Thurrock,E14000995,56562,58,52,3797,371,116,154,610,544,941,1061,331,657,5165,11610,5943,2474,1663,3600,762,2669,3161,2841,4313,5369,2047,34,16
2011,Watford,E14001021,59804,51,33,3272,230,111,88,538,352,790,1163,177,365,4809,10166,3577,2808,3813,2815,892,4423,3319,3066,5677,7206,3231,64,40
2011,Waveney,E14001022,43738,583,500,5110,1211,88,146,853,628,653,1531,468,493,4017,7684,1798,3062,556,901,542,2186,1980,2181,3899,5716,2029,20,13
2011,Welwyn Hatfield,E14001027,50595,125,41,3434,256,121,57,686,457,867,990,131,450,3586,10568,2356,2370,2714,2041,660,3773,2724,2433,4924,5699,2472,74,20
2011,West Suffolk,E14001034,58126,1315,32,7206,1070,188,353,1188,988,1439,1980,146,407,4814,8615,2891,2772,1326,1247,670,3270,2681,3692,4039,5919,3714,67,3303
2011,Witham,E14001045,44107,447,49,4317,595,99,157,353,807,1083,1223,126,382,4441,6917,2190,1729,1451,3386,653,2937,1894,2399,3987,4697,2069,32,4
2011,Barking,E14000540,48971,27,19,2107,287,187,44,229,292,507,561,101,428,5100,7498,4091,3015,1639,2292,756,2162,3817,2542,4300,6744,2197,87,49
2011,Battersea,E14000549,66298,29,217,1539,274,159,30,264,105,298,409,220,109,2296,6364,1855,3660,6034,8501,1815,12690,3699,2646,4794,5403,3930,340,157
2011,Beckenham,E14000551,43491,29,53,1402,117,87,25,166,158,255,594,142,134,3616,5100,1584,1348,2626,4768,914,4558,2052,3183,4761,4651,2443,75,52
2011,Bermondsey and Old Southwark,E14000553,68214,27,97,1341,203,142,25,109,125,223,514,129,157,2599,6611,2560,5846,4983,8385,1036,9843,4532,3195,5439,6912,4248,101,173
2011,Bethnal Green and Bow,E14000555,58628,17,46,1368,160,416,13,104,79,153,443,87,120,1632,6974,2111,6003,4988,5509,966,8422,2800,2231,5984,5395,3844,57,74
2011,Bexleyheath and Crayford,E14000558,41778,31,33,2062,261,62,61,233,259,390,796,274,335,4607,6164,2694,1569,1576,3137,729,2974,2019,3194,3922,4450,1954,37,17
2011,Brent Central,E14000591,62647,33,45,2379,757,204,38,216,214,327,623,119,234,5898,10104,3803,5768,3597,2146,1143,4626,4661,2166,5440,6402,3519,377,187
2011,Brent North,E14000592,60644,17,44,3730,1503,200,62,321,283,453,908,127,163,5968,11977,3623,3946,3057,3062,1038,4344,3814,2270,4312,6380,2477,180,115
2011,Brentford and Isleworth,E14000593,67457,44,201,2593,499,137,22,540,228,517,650,179,213,3718,8806,5226,4898,7207,3282,1283,6759,4327,2646,5624,6147,3877,261,166
2011,Bromley and Chislehurst,E14000604,42457,23,62,1430,171,82,39,150,164,239,585,135,159,3531,5396,1706,1671,2310,4584,901,4482,2190,2670,4144,4761,2201,64,37
2011,Camberwell and Peckham,E14000615,59552,37,39,1083,168,156,21,84,119,133,402,98,166,2661,6350,2513,5394,3932,2608,912,5858,5303,3221,5910,8739,4492,135,101
2011,Carshalton and Wallington,E14000621,48022,53,47,1793,129,80,43,239,253,346,703,149,286,4826,7269,2736,1744,2318,2684,746,3305,2618,3589,4628,6661,2457,83,30
2011,Chelsea and Fulham,E14000629,57765,79,213,1263,292,200,13,182,85,186,305,167,95,1962,5576,1439,2804,4247,10440,2373,10377,2894,1405,3624,4434,3566,522,285
2011,Chingford and Woodford Green,E14000634,42509,21,36,1653,183,184,45,124,208,269,640,111,212,3921,5509,2207,1675,1996,3679,1003,3672,2005,2591,5433,4496,2200,51,38
2011,Chipping Barnet,E14000636,54533,26,34,1679,191,231,36,202,183,285,551,145,171,3818,7653,2100,2353,3328,3428,1518,6092,2435,2657,6893,6386,3572,177,68
2011,Cities of London and Westminster,E14000639,60323,52,286,1246,191,225,16,199,106,203,306,201,87,1639,5191,1209,3687,4408,11505,1855,10588,2416,3142,3536,3990,3769,712,804
2011,Croydon Central,E14000654,54602,24,60,1648,130,99,41,179,230,375,594,157,255,4533,7747,3160,2599,3120,4115,904,4073,2989,4416,5237,6802,2651,64,48
2011,Croydon North,E14000655,62096,19,32,1841,191,154,34,286,212,328,636,126,251,3939,9926,3963,3774,2879,3002,1249,3916,3869,4909,5773,9292,3128,129,79
2011,Croydon South,E14000656,56289,33,68,2002,169,93,39,237,238,430,796,159,195,4803,7504,2645,1902,3258,5285,1038,5395,2928,4286,5840,6184,2645,70,49
2011,Dagenham and Rainham,E14000657,44155,29,23,2408,268,114,39,276,289,733,689,156,450,4939,6879,3662,1858,1270,2847,680,2204,2763,2476,3872,5613,1955,52,19
2011,Dulwich and West Norwood,E14000673,57135,30,57,1096,121,149,19,127,107,137,436,104,154,2309,5459,1857,3390,5046,3506,1066,7820,3480,3235,6471,7442,4335,201,77
2011,Ealing Central and Acton,E14000674,63256,26,175,2523,650,144,22,415,231,473,588,127,181,4042,7411,2789,4053,7324,3363,1342,7862,3715,2194,6063,5736,3799,270,261
2011,Ealing North,E14000675,56823,18,50,2849,800,152,22,369,295,448,763,137,336,5901,8839,4812,3449,3421,1855,950,3807,4079,2237,5076,6066,2651,182,108
2011,"Ealing, Southall",E14000676,44741,26,51,2381,910,109,23,294,175,313,557,93,150,3110,7436,4445,3608,3067,1506,629,2903,3384,1807,3752,4269,1981,100,43
2011,East Ham,E14000679,61082,55,14,1946,406,337,35,141,137,406,484,127,260,4515,12066,4221,6949,2598,3021,998,3003,5110,2564,5087,5856,2440,166,86
2011,Edmonton,E14000687,44326,35,21,1734,327,354,35,118,210,197,493,123,251,3191,8112,2939,3167,1517,1768,956,2281,2814,2403,4474,6243,2180,76,41
2011,Eltham,E14000690,41458,28,40,1283,147,95,28,120,147,221,525,168,218,3947,5254,2152,2338,1931,2937,809,3072,2376,2768,4789,4724,2513,65,46
2011,Enfield North,E14000691,45221,59,17,1950,308,237,37,172,263,321,612,138,252,3826,7337,2637,2314,1978,2259,983,2882,2398,2818,5194,5728,2377,55,19
2011,"Enfield, Southgate",E14000692,48075,34,27,1654,216,368,30,168,157,246,469,119,133,3542,6682,1812,2829,2897,3198,1363,5044,2439,2371,5675,4960,3102,126,68
2011,Erith and Thamesmead,E14000696,48435,51,32,2106,487,93,73,198,264,361,630,228,366,4365,7214,3450,2934,1677,2197,935,2590,3555,3506,4142,6644,2323,68,52
2011,Feltham and Heston,E14000701,59575,26,79,2427,452,84,31,346,262,598,654,151,278,3678,10060,9532,5714,3330,2121,645,2601,4700,2811,3732,5072,2439,138,41
2011,Finchley and Golders Green,E14000703,59414,18,57,1557,206,227,30,191,138,246,519,92,145,3617,7924,1875,3604,4230,3884,1800,7938,2941,1975,6762,6611,3724,438,222
2011,Greenwich and Woolwich,E14000718,54212,50,50,1393,294,101,27,128,156,210,477,131,229,3082,6000,2191,3883,3240,5258,907,5411,3680,3473,5392,6095,3521,109,117
2011,Hackney North and Stoke Newington,E14000720,61235,33,32,1592,275,406,34,102,82,155,538,75,120,2436,7013,1862,4014,5924,2195,1494,8808,3474,2492,7873,6320,5294,134,50
2011,Hackney South and Shoreditch,E14000721,57321,20,36,1422,182,361,25,96,112,140,506,76,168,2022,6641,1966,3969,5323,3595,965,8944,3419,2276,5602,6124,4591,85,77
2011,Hammersmith,E14000726,63758,52,120,1506,316,181,19,202,127,223,438,131,125,2658,7038,2225,4900,6695,4785,1439,9435,3426,2084,5695,6486,4313,379,266
2011,Hampstead and Kilburn,E14000727,70351,40,126,1521,281,191,23,223,114,265,424,158,109,2515,7139,1809,4117,7003,7768,1589,12505,3181,2170,6292,6671,4818,490,330
2011,Harrow East,E14000731,48800,14,38,2112,385,167,51,344,176,404,585,139,195,4950,9561,2691,1980,2480,2920,954,4481,2488,2185,4094,5256,2072,119,71
2011,Harrow West,E14000732,50282,14,60,2191,426,103,69,368,178,374,673,124,159,3470,8244,2960,2521,3644,3028,787,4812,2648,2462,5185,5485,2319,102,67
2011,Hayes and Harlington,E14000737,49819,40,30,2727,634,78,22,455,348,523,667,138,294,3662,8749,7797,4093,2207,1379,529,2082,3641,2110,3621,4797,1842,54,27
2011,Hendon,E14000741,56711,28,55,1672,278,182,38,211,169,268,526,127,197,4612,9253,2609,3794,2880,2950,1456,5408,3331,1986,5763,6779,3293,333,185
2011,Holborn and St Pancras,E14000750,62785,38,86,1053,149,171,13,99,101,140,380,109,108,1824,6408,1954,4461,6295,4312,1126,10652,2555,2374,6884,6734,5398,279,135
2011,Hornchurch and Upminster,E14000751,47687,57,35,2545,191,99,46,366,352,740,751,166,326,5352,6805,3031,1563,1734,5071,718,3250,2250,3035,4505,5076,2112,35,21
2011,Hornsey and Wood Green,E14000752,68337,30,60,1553,233,313,20,141,119,257,470,107,129,3368,6859,1772,4216,7121,3721,1344,10018,3452,2810,8387,7286,5777,216,111
2011,Ilford North,E14000759,47216,21,29,1692,172,180,32,165,170,392,581,91,171,3767,7069,3002,2168,2366,3757,991,3926,2389,2778,5266,5428,2200,60,45
2011,Ilford South,E14000760,53469,24,23,1951,257,276,32,174,175,572,465,99,102,3904,9292,3467,2949,3170,3969,1099,3574,3016,3242,5452,6066,1961,61,48
2011,Islington North,E14000763,54237,26,51,1046,144,207,14,99,74,135,373,105,121,2008,5278,1598,3184,6007,3226,991,9599,2475,2442,5883,5762,4259,92,84
2011,Islington South and Finsbury,E14000764,52528,19,68,1129,124,197,17,99,121,129,442,101,138,1760,4868,1565,2812,4786,6418,902,10871,2269,2057,4473,4557,3527,110,98
2011,Kensington,E14000768,59482,72,210,1447,261,214,25,224,112,245,366,142,93,1764,5780,1580,3206,4720,12109,1851,9859,2552,1401,3763,3902,3769,712,550
2011,Kingston and Surbiton,E14000770,61052,52,125,2316,251,110,36,359,305,548,707,223,221,3872,9321,2630,3021,4680,3577,900,6122,3321,3519,6677,6517,3728,129,101
2011,Lewisham East,E14000787,48383,15,36,1052,153,88,26,90,138,187,370,136,167,3164,5882,2243,2910,2641,3436,1010,4213,2826,3303,5588,6561,3060,89,51
2011,Lewisham West and Penge,E14000788,53022,12,42,1315,143,121,33,118,139,235,526,152,180,3322,5981,2166,2728,3541,3436,1152,5103,3023,3657,6075,6887,4067,116,67
2011,"Lewisham, Deptford",E14000789,58114,23,37,1168,152,143,21,93,127,175,457,116,163,2613,6285,2125,5215,4335,3434,914,5891,3774,3251,6644,6818,5125,96,87
2011,Leyton and Wanstead,E14000790,51059,21,20,1475,290,187,48,111,176,202,461,87,164,4555,6308,2510,4397,2707,2970,971,4020,3444,2591,5734,6090,2825,113,57
2011,Mitcham and Morden,E14000823,50976,18,42,1640,198,143,30,245,225,267,532,128,230,4779,8315,3194,3379,2363,2046,817,3259,3701,2833,4355,6854,2788,173,62
2011,Old Bexley and Sidcup,E14000869,42097,31,26,1754,214,67,46,167,207,287,766,225,224,4647,5724,2250,1426,1970,3875,783,3381,1942,3251,4369,4100,2043,38,38
2011,Orpington,E14000872,41958,100,40,1686,159,75,37,237,166,350,662,137,173,3815,5796,1869,1390,2159,4355,729,3716,1980,2879,4264,4584,2194,70,22
2011,Poplar and Limehouse,E14000882,62245,18,66,1343,166,303,19,108,107,216,424,116,147,2099,5963,2357,5823,4796,12587,1078,7863,3082,2298,4977,4414,2942,58,218
2011,Putney,E14000887,52380,28,158,1300,236,118,21,211,123,236,355,170,74,2295,5603,1714,3246,4718,5109,1199,8303,2952,2156,4781,5007,3138,283,146
2011,Richmond Park,E14000896,60342,38,331,1960,336,135,22,373,143,436,515,259,106,2350,6316,1757,2474,6361,5322,1318,9737,2911,2548,6376,5752,4016,249,161
2011,Romford,E14000900,47250,28,19,2454,195,114,51,324,308,677,785,189,320,5425,6756,3044,1613,1668,4642,717,3156,2143,3012,4463,5229,2313,43,16
2011,"Ruislip, Northwood and Pinner",E14000906,46042,47,74,2198,277,94,63,389,213,472,690,174,172,3545,6337,2471,1531,3181,2900,842,4975,2240,2568,5066,5247,2283,86,105
2011,Streatham,E14000978,63827,27,72,1315,198,133,27,160,144,202,451,129,123,3336,6600,2126,4765,5524,4508,1411,8674,4713,3382,5751,6602,4407,244,118
2011,Sutton and Cheam,E14000984,49636,34,87,1746,141,77,27,202,265,398,636,185,217,4746,6751,2478,1842,2913,3141,862,4269,2750,3491,4686,6657,2606,132,43
2011,Tooting,E14000998,59904,20,122,1292,245,123,21,177,112,217,397,143,136,2852,6215,1833,2948,5549,5634,1414,9058,3574,2980,5217,6934,3596,299,88
2011,Tottenham,E14001002,55959,23,5,1531,311,365,26,108,128,141,452,70,198,4415,7749,2779,6369,3087,1464,1101,4114,4355,2463,5859,6314,3800,188,75
2011,Twickenham,E14001005,59767,25,302,2278,364,97,31,418,220,536,612,242,173,2905,6605,2968,2424,6679,3437,1244,8210,2866,3097,7174,5129,3793,141,75
2011,Uxbridge and South Ruislip,E14001007,49247,29,71,2673,389,58,46,442,410,600,728,177,295,4296,7671,4531,2382,3011,1774,629,3178,2529,3253,5266,5038,2343,53,48
2011,Vauxhall,E14001008,65154,20,113,1149,189,134,18,144,107,185,372,150,113,2382,6482,2165,5220,5650,5480,1194,9982,5087,3662,4946,6408,4574,205,172
2011,Walthamstow,E14001013,51460,39,23,1785,339,259,40,106,190,208,643,98,299,4584,7143,2740,4070,2700,1880,920,3475,3708,2835,5704,5863,3405,122,67
2011,West Ham,E14001032,71372,39,20,2015,406,362,20,141,188,342,556,133,341,6708,10596,3766,8716,2927,3755,1217,4106,6502,2945,6233,7829,3265,176,83
2011,Westminster North,E14001036,55603,27,189,1263,234,171,8,189,98,211,352,147,125,1649,6014,1744,3796,4966,8483,1532,9317,2561,1552,3797,4311,3278,394,458
2011,Wimbledon,E14001040,53846,15,202,1572,216,102,21,235,169,329,500,164,118,2799,5402,1389,2196,4845,5863,1089,8505,2839,2518,5341,5424,3235,204,126
2011,Aldershot,E14000530,56512,57,50,3988,212,66,42,490,557,1606,1015,237,410,4227,9018,2868,2984,3617,2068,564,3423,3790,6276,4131,6217,2506,64,17
2011,Arundel and South Downs,E14000534,46741,925,47,3371,262,102,98,451,456,1071,931,196,334,3890,6987,2180,2221,1885,2291,968,3725,2441,2133,4822,5354,2837,116,18
2011,Ashford,E14000536,55077,868,42,4810,442,114,219,1024,628,737,1646,369,405,5689,9475,2951,2858,1629,1851,607,3292,3037,2769,4756,6959,2606,93,11
2011,Aylesbury,E14000538,56480,311,28,4481,445,71,95,584,483,1219,1584,118,549,4251,9234,2654,2423,2954,2228,769,3850,2832,4913,5019,7196,2576,79,15
2011,Banbury,E14000539,62273,748,26,7726,1605,127,187,641,783,2423,1960,198,404,4427,11358,2940,2697,2894,1620,667,4035,2874,4331,5896,6284,2840,84,224
2011,Basingstoke,E14000545,58987,110,53,5406,328,76,203,690,669,2007,1433,739,346,4301,10973,2756,2680,5722,3169,588,3623,3239,2833,4036,5917,2445,42,9
2011,Beaconsfield,E14000550,49538,162,150,4004,486,106,58,723,503,980,1148,231,356,3863,7467,2626,2361,4410,1834,890,5226,2508,1895,4503,4409,2489,105,49
2011,Bexhill and Battle,E14000557,43377,725,37,2602,174,130,90,247,478,640,843,162,292,4458,6568,1647,2030,1297,2118,750,2887,2017,2278,4358,6652,2371,114,14
2011,Bognor Regis and Littlehampton,E14000576,45268,874,32,4112,483,113,60,412,597,1428,1019,171,464,4072,7994,2050,3230,1151,1248,620,1893,2490,2295,3515,6694,2302,52,9
2011,Bracknell,E14000586,56552,129,106,3713,198,71,53,584,428,1389,990,318,339,4164,9395,2975,2573,5607,1591,736,4194,3319,3576,4959,5849,2918,72,19
2011,"Brighton, Kemptown",E14000597,42276,59,8,1751,129,93,58,195,218,481,577,226,267,3323,6528,2185,2912,1785,2442,688,2238,2244,1793,4620,6581,2564,47,15
2011,"Brighton, Pavilion",E14000598,54577,57,22,1867,161,89,79,200,204,509,625,308,227,3056,7050,1862,3733,3771,3543,913,4593,2632,2541,7627,7051,3635,65,24
2011,Buckingham,E14000608,49922,1011,51,4117,444,113,118,419,525,1181,1317,131,318,3921,7736,1709,1814,2989,1936,819,4748,2348,2830,5897,4807,2627,78,35
2011,Canterbury,E14000619,47113,429,18,2193,192,48,165,379,292,535,582,125,227,3419,7745,1612,3420,1271,1144,547,2906,1824,2744,8464,6659,2303,46,17
2011,Chatham and Aylesford,E14000626,47700,153,49,3824,241,101,409,457,510,937,1169,297,723,5310,8935,2876,2064,1279,2084,529,2190,2812,3125,3799,5540,2069,36,6
2011,Chesham and Amersham,E14000631,44785,220,89,3029,299,92,61,526,365,673,1013,129,236,3151,6488,1698,1634,3442,2301,931,5366,2174,1728,5042,4571,2414,103,39
2011,Chichester,E14000633,48813,965,45,3578,438,182,74,311,432,1235,906,146,236,3690,7471,1597,3163,1964,1469,955,3483,2444,3106,5008,6687,2648,147,11
2011,Crawley,E14000652,55466,50,92,3625,206,43,57,507,447,1380,985,507,271,3452,9421,8601,4453,2099,2803,459,2471,4344,2438,3337,4996,2005,30,12
2011,Dartford,E14000659,52275,122,46,3383,289,98,159,522,518,662,1135,267,533,5687,9133,3380,2154,1862,3125,778,3216,2640,3185,4266,6154,2280,48,16
2011,Dover,E14000670,43925,410,33,2465,406,59,153,453,331,434,629,187,302,3745,6342,4696,2413,682,1073,418,2044,2305,4095,4345,6327,1984,48,11
2011,East Hampshire,E14000680,48057,655,70,3959,274,105,97,738,518,1245,982,197,267,3886,6914,1657,2123,2964,1782,677,4250,2620,2963,5035,5355,2554,117,12
2011,East Surrey,E14000681,54043,285,55,2535,160,102,77,329,300,681,886,244,334,5048,7543,3382,2239,2599,4272,893,4695,3103,3020,4967,6065,2648,96,20
2011,East Worthing and Shoreham,E14000682,46786,116,34,3966,222,94,47,815,548,1129,1111,691,522,4243,7616,2221,1940,1478,2559,713,2503,2063,2438,4163,7165,2315,33,7
2011,Eastbourne,E14000684,47651,104,13,2574,124,132,57,357,397,691,816,154,313,3976,8652,2051,3421,1016,1545,697,2183,2072,2431,5147,8760,2480,50,12
2011,Eastleigh,E14000685,55097,156,40,5030,395,82,50,357,568,2093,1485,311,334,5001,9146,3333,2409,2337,2699,723,3417,2614,3480,5059,6425,2532,38,13
2011,Epsom and Ewell,E14000694,52258,68,162,2024,232,71,48,302,269,429,673,178,224,4393,7050,2119,1795,3115,3728,943,5593,2623,3124,5335,6786,2857,103,38
2011,Esher and Walton,E14000697,53792,121,223,2647,293,116,42,382,295,695,824,200,221,3297,6858,2270,1968,4401,4057,1130,7175,3090,2384,5401,4843,3309,150,47
2011,Fareham,E14000699,49960,139,32,4992,231,120,49,390,627,2357,1218,368,330,4018,7454,2633,2086,2239,2178,603,3093,2333,4975,4815,5564,2060,37,11
2011,Faversham and Mid Kent,E14000700,44890,897,49,3111,371,75,246,421,482,675,841,251,373,5017,7297,2286,2044,1367,1987,594,2885,2196,2912,4514,4925,2105,61,19
2011,Folkestone and Hythe,E14000704,50749,579,44,2673,265,75,79,538,431,388,897,870,456,4912,7801,3221,2983,1045,2441,572,2361,3064,3796,4557,7114,2204,40,16
2011,Gillingham and Rainham,E14000711,47132,156,19,3648,209,82,256,403,575,1127,996,246,462,4941,8517,2812,2049,1239,2705,593,2263,2222,3176,4070,5916,2038,42,18
2011,Gosport,E14000713,46548,50,24,4808,207,110,111,366,570,1914,1530,316,318,3544,6733,2261,2370,1295,1243,515,1846,2436,6988,4069,5725,1966,29,12
2011,Gravesham,E14000715,47639,392,52,3568,268,103,317,551,655,584,1090,301,389,5689,8840,3147,2229,1316,2237,675,2468,2586,2647,4253,4773,2030,27,20
2011,Guildford,E14000719,52941,174,149,2731,246,75,39,400,283,1022,666,183,243,3615,7521,1839,2700,4105,2689,776,5733,2484,2277,6766,5834,2988,112,22
2011,Hastings and Rye,E14000735,48360,353,31,3251,226,95,85,256,545,980,1064,186,315,4790,7941,1993,2954,1147,1554,685,2357,2006,3244,4535,8462,2479,68,9
2011,Havant,E14000736,41703,111,20,4803,173,132,48,738,606,2249,857,681,434,4392,6831,1842,2200,1565,990,494,1818,2300,2557,3763,5026,1842,27,7
2011,Henley,E14000742,50117,644,97,3720,314,101,110,405,385,1337,1068,223,411,3772,6793,1504,2332,3733,1497,766,5500,2215,3153,5843,5170,2561,147,36
2011,Horsham,E14000753,53600,510,79,3861,173,79,90,818,537,1182,982,272,297,4028,8074,3851,2264,2684,3485,882,4380,3151,2420,5187,5316,2756,83,20
2011,Hove,E14000755,53142,53,36,2206,173,119,72,266,264,608,704,666,254,3298,7232,2459,3000,3337,4041,1033,4379,2661,2394,5979,6718,3325,45,26
2011,Isle of Wight,E14000762,59299,735,70,5335,143,376,72,312,520,3124,788,227,351,5034,9379,2380,5393,1090,888,927,2568,2266,4047,5831,9277,3410,76,15
2011,Lewes,E14000786,40528,459,20,2455,173,93,68,308,337,695,781,123,391,3376,5829,1809,2097,1401,1617,681,2908,1758,2587,4901,5505,2503,94,14
2011,Maidenhead,E14000803,52175,243,115,4033,446,96,43,866,388,1167,1027,282,361,3237,7500,2388,2399,6099,1958,863,5716,2843,1896,5201,4074,2784,119,64
2011,Maidstone and The Weald,E14000804,50796,734,30,3284,337,90,270,454,468,645,1020,261,407,4909,8004,2368,2330,1718,2471,718,3270,2805,4117,4828,6203,2247,75,17
2011,Meon Valley,E14000811,45158,618,44,4375,244,159,67,579,642,1714,970,424,289,4041,6785,1797,1852,2238,1600,709,3195,2132,3502,4458,5001,2028,56,14
2011,Mid Sussex,E14000817,55267,283,69,3148,179,76,65,365,493,1024,946,296,275,4131,7443,3393,2415,2821,4519,728,4237,3124,2483,5334,7533,2908,111,16
2011,Milton Keynes North,E14000821,63622,188,43,5093,671,162,153,514,671,1656,1266,136,281,3567,13086,4168,3063,4050,3187,783,4285,3586,2897,6677,5684,2770,31,47
2011,Milton Keynes South,E14000822,64161,88,31,5132,709,112,149,515,683,1733,1231,136,330,3772,13279,4180,2699,4162,3517,740,4174,3347,2845,6724,6261,2688,27,29
2011,Mole Valley,E14000824,47028,385,196,2450,245,113,40,387,273,659,733,151,235,3886,6002,1814,2101,2863,2983,1070,5607,2735,2129,4859,4605,2779,154,24
2011,New Forest East,E14000827,45777,369,76,4312,244,55,79,1376,549,1081,928,417,452,3993,6777,2551,2774,1418,1645,630,3095,2098,2925,4178,5729,2252,70,16
2011,New Forest West,E14000828,37216,494,54,3112,205,78,45,403,545,1149,687,107,175,3416,5889,1439,2469,1195,1370,772,2593,1773,1512,3582,5141,2020,89,14
2011,Newbury,E14000830,57138,655,88,4785,369,99,216,538,909,1493,1161,409,452,4217,9004,2020,2702,6424,1654,963,4740,2997,3100,5358,4505,2896,151,18
2011,North East Hampshire,E14000844,50525,328,122,3647,223,82,56,463,515,1380,928,215,275,3462,6876,2019,2155,5336,2463,717,4791,2552,4105,4823,4217,2294,109,19
2011,North Thanet,E14000852,39730,334,19,2635,188,61,107,511,321,686,761,201,264,4126,6720,1944,2032,855,1140,499,1874,1652,2119,4489,6807,1985,30,5
2011,North West Hampshire,E14000857,52484,788,40,6159,598,152,366,474,1120,2129,1320,252,297,4090,8376,1925,1981,3310,3045,826,3364,2582,4035,4466,4565,2225,145,13
2011,Oxford East,E14000873,55461,81,16,3079,114,47,30,216,163,1928,581,277,186,2460,6732,2024,4113,3381,643,473,4613,2128,1789,11676,8969,2731,51,39
2011,Oxford West and Abingdon,E14000874,53709,146,69,3366,206,73,31,368,270,1315,1103,301,280,3472,6632,1516,2340,3910,972,625,5783,1875,2723,11184,5759,2606,71,79
2011,Portsmouth North,E14000883,48112,74,15,4669,175,114,55,507,622,2125,1071,715,369,4952,7245,2482,2630,1515,1418,525,1702,2614,4441,4350,6455,1919,14,8
2011,Portsmouth South,E14000884,48507,53,26,3757,178,101,53,406,424,1736,859,588,287,3113,7058,2182,3999,2026,1196,620,2185,2933,4883,5413,5692,2450,20,26
2011,Reading East,E14000889,56453,82,212,2839,279,41,40,389,326,983,781,332,555,3188,8263,2217,3182,7063,2353,571,5601,2917,2539,6232,5783,2394,68,62
2011,Reading West,E14000890,52186,88,96,2971,208,73,49,352,507,934,848,314,632,4272,8960,2744,2593,4452,2369,587,3849,3009,2633,4683,5661,2185,73,15
2011,Reigate,E14000893,51481,135,100,2320,139,100,71,347,263,592,808,229,292,4175,6412,2768,2071,2860,4982,925,4814,2947,2800,4802,6411,2342,71,25
2011,Rochester and Strood,E14000898,51399,205,46,3743,207,116,290,433,583,1031,1083,533,672,5734,8239,3027,2238,1479,2372,686,2555,2487,4700,4930,5549,2150,36,18
2011,Romsey and Southampton North,E14000901,41608,543,37,2969,350,71,55,330,385,999,779,169,282,3046,6173,1829,2096,2030,1814,649,3363,1824,2642,4833,5275,1953,68,13
2011,Runnymede and Weybridge,E14000907,51589,125,261,3035,294,86,30,494,432,949,750,314,220,3443,7734,3998,2604,3905,2276,847,4908,2783,2296,4679,5051,2920,167,23
